,Unnamed: 0,Student ID,student_name,gender,grade,school_name,reading_score,math_score,cat_read,cat_math
5612,5612,5612,John Davis,M,12th,Figueroa High School,76,66,aprobado,reprobado
5613,5613,5613,Erika Acevedo,F,9th,Figueroa High School,71,61,aprobado,reprobado
5614,5614,5614,Mary Brennan,F,12th,Figueroa High School,91,63,aprobado,reprobado
5615,5615,5615,Julie Smith,F,10th,Figueroa High School,98,71,aprobado,aprobado
5616,5616,5616,Diane Davis,F,12th,Figueroa High School,94,93,aprobado,aprobado
5617,5617,5617,Aaron Gallegos,M,11th,Figueroa High School,64,70,reprobado,aprobado
5618,5618,5618,Thomas Gray,M,11th,Figueroa High School,94,72,aprobado,aprobado
5619,5619,5619,James Morris,M,9th,Figueroa High School,86,59,aprobado,reprobado
5620,5620,5620,Joy Buckley,F,9th,Figueroa High School,81,59,aprobado,reprobado
5621,5621,5621,Troy Anderson,M,9th,Figueroa High School,94,70,aprobado,aprobado
5622,5622,5622,James Bailey,M,11th,Figueroa High School,83,94,aprobado,aprobado
5623,5623,5623,Jamie Branch,F,12th,Figueroa High School,69,76,reprobado,aprobado
5624,5624,5624,Robert Bowers,M,12th,Figueroa High School,80,78,aprobado,aprobado
5625,5625,5625,Rhonda Harrison,F,11th,Figueroa High School,87,73,aprobado,aprobado
5626,5626,5626,Michele York,F,12th,Figueroa High School,78,79,aprobado,aprobado
5627,5627,5627,Joshua Simpson,M,9th,Figueroa High School,78,98,aprobado,aprobado
5628,5628,5628,Kari Williams,F,10th,Figueroa High School,70,95,aprobado,aprobado
5629,5629,5629,Jaime James,F,10th,Figueroa High School,76,91,aprobado,aprobado
5630,5630,5630,Richard Watts,M,12th,Figueroa High School,73,71,aprobado,aprobado
5631,5631,5631,Paul Cole,M,9th,Figueroa High School,95,70,aprobado,aprobado
5632,5632,5632,Trevor Wang,M,11th,Figueroa High School,98,72,aprobado,aprobado
5633,5633,5633,Jacob Williams,M,12th,Figueroa High School,68,99,reprobado,aprobado
5634,5634,5634,Aaron Gates,M,12th,Figueroa High School,81,84,aprobado,aprobado
5635,5635,5635,Rodney Lopez,M,9th,Figueroa High School,93,66,aprobado,reprobado
5636,5636,5636,Jenny Rodriguez,F,12th,Figueroa High School,85,84,aprobado,aprobado
5637,5637,5637,Elizabeth Vasquez,F,10th,Figueroa High School,75,80,aprobado,aprobado
5638,5638,5638,Patricia Morton,F,10th,Figueroa High School,97,98,aprobado,aprobado
5639,5639,5639,Autumn Kidd,F,12th,Figueroa High School,77,79,aprobado,aprobado
5640,5640,5640,Amanda Mcdonald,F,9th,Figueroa High School,66,71,reprobado,aprobado
5641,5641,5641,Kelly Rodriguez,F,10th,Figueroa High School,86,60,aprobado,reprobado
5642,5642,5642,Evelyn Frederick,F,9th,Figueroa High School,73,76,aprobado,aprobado
5643,5643,5643,Joy Bass,F,10th,Figueroa High School,93,95,aprobado,aprobado
5644,5644,5644,Nancy Jones,F,9th,Figueroa High School,74,79,aprobado,aprobado
5645,5645,5645,Chris Baldwin,M,11th,Figueroa High School,63,71,reprobado,aprobado
5646,5646,5646,Michael Allen,M,9th,Figueroa High School,76,73,aprobado,aprobado
5647,5647,5647,Wayne Luna,M,12th,Figueroa High School,93,59,aprobado,reprobado
5648,5648,5648,Mary Smith,F,9th,Figueroa High School,63,66,reprobado,reprobado
5649,5649,5649,Don Buchanan,M,12th,Figueroa High School,75,68,aprobado,reprobado
5650,5650,5650,James Massey,M,10th,Figueroa High School,78,74,aprobado,aprobado
5651,5651,5651,Taylor Jordan,F,9th,Figueroa High School,88,67,aprobado,reprobado
5652,5652,5652,Jonathan Kim,M,11th,Figueroa High School,96,60,aprobado,reprobado
5653,5653,5653,Dawn Watson,F,12th,Figueroa High School,98,56,aprobado,reprobado
5654,5654,5654,Caitlin White,F,12th,Figueroa High School,64,84,reprobado,aprobado
5655,5655,5655,Michael Davidson,M,11th,Figueroa High School,91,88,aprobado,aprobado
5656,5656,5656,Matthew Moreno,M,11th,Figueroa High School,77,79,aprobado,aprobado
5657,5657,5657,Diana Martin,F,9th,Figueroa High School,89,85,aprobado,aprobado
5658,5658,5658,Monica Nguyen,F,11th,Figueroa High School,63,71,reprobado,aprobado
5659,5659,5659,Stephen Palmer,M,10th,Figueroa High School,99,88,aprobado,aprobado
5660,5660,5660,Wendy Wallace,F,9th,Figueroa High School,82,98,aprobado,aprobado
5661,5661,5661,Megan Murphy,F,12th,Figueroa High School,76,87,aprobado,aprobado
5662,5662,5662,Donald Mckinney,M,10th,Figueroa High School,91,65,aprobado,reprobado
5663,5663,5663,Sonia Johnson,F,10th,Figueroa High School,98,59,aprobado,reprobado
5664,5664,5664,Logan Ward,M,9th,Figueroa High School,80,60,aprobado,reprobado
5665,5665,5665,Vincent Williams,M,9th,Figueroa High School,83,57,aprobado,reprobado
5666,5666,5666,Shawn Carter,M,11th,Figueroa High School,72,76,aprobado,aprobado
5667,5667,5667,Jason Thompson,M,9th,Figueroa High School,80,70,aprobado,aprobado
5668,5668,5668,Frank Hodges,M,12th,Figueroa High School,77,91,aprobado,aprobado
5669,5669,5669,Danny Sullivan,M,9th,Figueroa High School,77,60,aprobado,reprobado
5670,5670,5670,Jerry Bell,M,11th,Figueroa High School,67,68,reprobado,reprobado
5671,5671,5671,Gregory Sharp,M,12th,Figueroa High School,71,93,aprobado,aprobado
5672,5672,5672,Eddie Gilbert,M,11th,Figueroa High School,71,64,aprobado,reprobado
5673,5673,5673,Dean Cooper,M,11th,Figueroa High School,99,70,aprobado,aprobado
5674,5674,5674,Joshua Sharp,M,9th,Figueroa High School,92,65,aprobado,reprobado
5675,5675,5675,Candace Vasquez,F,12th,Figueroa High School,70,57,aprobado,reprobado
5676,5676,5676,Janice Dixon,F,12th,Figueroa High School,73,62,aprobado,reprobado
5677,5677,5677,Laura Pham,F,10th,Figueroa High School,75,91,aprobado,aprobado
5678,5678,5678,Gregory Bentley,M,11th,Figueroa High School,65,69,reprobado,reprobado
5679,5679,5679,Lauren Allen,F,10th,Figueroa High School,82,86,aprobado,aprobado
5680,5680,5680,Danielle Williams,F,11th,Figueroa High School,98,64,aprobado,reprobado
5681,5681,5681,David Johnson,M,10th,Figueroa High School,69,95,reprobado,aprobado
5682,5682,5682,Nancy Holt,F,12th,Figueroa High School,75,71,aprobado,aprobado
5683,5683,5683,Robert Luna,M,9th,Figueroa High School,85,76,aprobado,aprobado
5684,5684,5684,Denise Mcconnell,F,12th,Figueroa High School,95,71,aprobado,aprobado
5685,5685,5685,Gabriel Smith III,M,9th,Figueroa High School,92,56,aprobado,reprobado
5686,5686,5686,Christopher Adams,M,11th,Figueroa High School,80,64,aprobado,reprobado
5687,5687,5687,Matthew Sanchez,M,11th,Figueroa High School,93,92,aprobado,aprobado
5688,5688,5688,Linda Duran,F,11th,Figueroa High School,94,94,aprobado,aprobado
5689,5689,5689,Mary Stewart,F,9th,Figueroa High School,96,94,aprobado,aprobado
5690,5690,5690,Amber Edwards,F,11th,Figueroa High School,83,89,aprobado,aprobado
5691,5691,5691,Craig Rodriguez,M,11th,Figueroa High School,78,64,aprobado,reprobado
5692,5692,5692,Seth Martin,M,9th,Figueroa High School,68,70,reprobado,aprobado
5693,5693,5693,Jacob Briggs,M,9th,Figueroa High School,96,56,aprobado,reprobado
5694,5694,5694,Christopher Fuentes,M,11th,Figueroa High School,64,63,reprobado,reprobado
5695,5695,5695,Jacob Barry,M,12th,Figueroa High School,72,68,aprobado,reprobado
5696,5696,5696,Amy Miller,F,12th,Figueroa High School,90,74,aprobado,aprobado
5697,5697,5697,Ronald Mayer,M,9th,Figueroa High School,85,78,aprobado,aprobado
5698,5698,5698,Sarah Davis,F,11th,Figueroa High School,93,74,aprobado,aprobado
5699,5699,5699,Lori Brown,F,12th,Figueroa High School,87,58,aprobado,reprobado
5700,5700,5700,Christopher Washington,M,9th,Figueroa High School,88,69,aprobado,reprobado
5701,5701,5701,Morgan Duke,F,12th,Figueroa High School,88,98,aprobado,aprobado
5702,5702,5702,Donald Mendoza,M,9th,Figueroa High School,90,88,aprobado,aprobado
5703,5703,5703,Richard Gonzalez,M,9th,Figueroa High School,80,82,aprobado,aprobado
5704,5704,5704,Elizabeth May,F,11th,Figueroa High School,90,67,aprobado,reprobado
5705,5705,5705,John Leonard,M,12th,Figueroa High School,82,84,aprobado,aprobado
5706,5706,5706,Ryan Ayers,M,11th,Figueroa High School,63,93,reprobado,aprobado
5707,5707,5707,Kathleen Guerrero,F,9th,Figueroa High School,98,88,aprobado,aprobado
5708,5708,5708,Michael Garner,M,9th,Figueroa High School,83,96,aprobado,aprobado
5709,5709,5709,Linda Stephens,F,10th,Figueroa High School,73,94,aprobado,aprobado
5710,5710,5710,David Smith,M,10th,Figueroa High School,90,86,aprobado,aprobado
5711,5711,5711,Lauren Allen,F,9th,Figueroa High School,78,82,aprobado,aprobado
5712,5712,5712,Michael Diaz,M,9th,Figueroa High School,68,57,reprobado,reprobado
5713,5713,5713,Jennifer Petersen,F,11th,Figueroa High School,87,69,aprobado,reprobado
5714,5714,5714,Kristina Patterson,F,10th,Figueroa High School,72,90,aprobado,aprobado
5715,5715,5715,Ethan Miller,M,11th,Figueroa High School,78,80,aprobado,aprobado
5716,5716,5716,Angela Williams,F,11th,Figueroa High School,67,73,reprobado,aprobado
5717,5717,5717,Jennifer Knight,F,12th,Figueroa High School,75,77,aprobado,aprobado
5718,5718,5718,Travis Nolan,M,10th,Figueroa High School,80,55,aprobado,reprobado
5719,5719,5719,Kevin Mayer,M,9th,Figueroa High School,83,55,aprobado,reprobado
5720,5720,5720,David Frey,M,10th,Figueroa High School,65,84,reprobado,aprobado
5721,5721,5721,Cynthia Diaz,F,11th,Figueroa High School,78,59,aprobado,reprobado
5722,5722,5722,Lucas Diaz,M,10th,Figueroa High School,96,55,aprobado,reprobado
5723,5723,5723,Sara Chan,F,10th,Figueroa High School,70,92,aprobado,aprobado
5724,5724,5724,Jerry Lawson,M,12th,Figueroa High School,88,96,aprobado,aprobado
5725,5725,5725,Dylan Webb,M,10th,Figueroa High School,96,82,aprobado,aprobado
5726,5726,5726,Adam Carroll,M,10th,Figueroa High School,78,66,aprobado,reprobado
5727,5727,5727,Donna Kelley,F,11th,Figueroa High School,88,99,aprobado,aprobado
5728,5728,5728,Virginia Copeland,F,12th,Figueroa High School,84,90,aprobado,aprobado
5729,5729,5729,Jennifer Ramirez,F,9th,Figueroa High School,78,93,aprobado,aprobado
5730,5730,5730,Wesley Duran,M,9th,Figueroa High School,84,80,aprobado,aprobado
5731,5731,5731,Haley Thompson,F,12th,Figueroa High School,70,79,aprobado,aprobado
5732,5732,5732,Tristan Vega,M,11th,Figueroa High School,70,86,aprobado,aprobado
5733,5733,5733,Jorge Beck,M,9th,Figueroa High School,81,71,aprobado,aprobado
5734,5734,5734,Brian Pitts Jr.,M,10th,Figueroa High School,77,80,aprobado,aprobado
5735,5735,5735,Jessica Cook,F,9th,Figueroa High School,95,60,aprobado,reprobado
5736,5736,5736,Kayla Small,F,11th,Figueroa High School,87,69,aprobado,reprobado
5737,5737,5737,Elizabeth Dixon,F,12th,Figueroa High School,95,91,aprobado,aprobado
5738,5738,5738,Rebecca Taylor,F,10th,Figueroa High School,77,67,aprobado,reprobado
5739,5739,5739,Kenneth Cooke,M,12th,Figueroa High School,89,92,aprobado,aprobado
5740,5740,5740,Joseph Smith,M,12th,Figueroa High School,77,63,aprobado,reprobado
5741,5741,5741,Patrick Serrano,M,10th,Figueroa High School,86,62,aprobado,reprobado
5742,5742,5742,Scott Kelley,M,11th,Figueroa High School,91,59,aprobado,reprobado
5743,5743,5743,Stephanie Rose,F,12th,Figueroa High School,82,67,aprobado,reprobado
5744,5744,5744,Brian Soto,M,9th,Figueroa High School,67,61,reprobado,reprobado
5745,5745,5745,Kathy Jones,F,12th,Figueroa High School,72,57,aprobado,reprobado
5746,5746,5746,Rodney Medina,M,9th,Figueroa High School,89,68,aprobado,reprobado
5747,5747,5747,Karen Humphrey,F,10th,Figueroa High School,98,55,aprobado,reprobado
5748,5748,5748,Tyler Wilson,M,12th,Figueroa High School,68,78,reprobado,aprobado
5749,5749,5749,Robert Moore,M,11th,Figueroa High School,78,84,aprobado,aprobado
5750,5750,5750,Robert Vega,M,10th,Figueroa High School,97,61,aprobado,reprobado
5751,5751,5751,Alison Ortiz,F,12th,Figueroa High School,81,69,aprobado,reprobado
5752,5752,5752,Richard Stephens,M,10th,Figueroa High School,86,90,aprobado,aprobado
5753,5753,5753,Lonnie Carr,M,9th,Figueroa High School,86,84,aprobado,aprobado
5754,5754,5754,Sherry Jackson,F,9th,Figueroa High School,89,98,aprobado,aprobado
5755,5755,5755,Kathryn Roberts,F,12th,Figueroa High School,88,66,aprobado,reprobado
5756,5756,5756,Cheryl Benson,F,12th,Figueroa High School,84,89,aprobado,aprobado
5757,5757,5757,Chelsea Joseph,F,9th,Figueroa High School,98,83,aprobado,aprobado
5758,5758,5758,Jessica Parks,F,10th,Figueroa High School,75,82,aprobado,aprobado
5759,5759,5759,Annette Campbell,F,11th,Figueroa High School,93,79,aprobado,aprobado
5760,5760,5760,Emily Lee,F,10th,Figueroa High School,90,97,aprobado,aprobado
5761,5761,5761,Shaun Cooper,M,9th,Figueroa High School,81,84,aprobado,aprobado
5762,5762,5762,Jessica Lawson,F,11th,Figueroa High School,66,97,reprobado,aprobado
5763,5763,5763,Steven Bailey,M,11th,Figueroa High School,97,64,aprobado,reprobado
5764,5764,5764,Jason Briggs,M,11th,Figueroa High School,82,57,aprobado,reprobado
5765,5765,5765,Rebecca Jimenez,F,11th,Figueroa High School,73,68,aprobado,reprobado
5766,5766,5766,Andrea Edwards,F,10th,Figueroa High School,78,61,aprobado,reprobado
5767,5767,5767,Leah Thompson,F,10th,Figueroa High School,69,88,reprobado,aprobado
5768,5768,5768,Bobby Gray,M,9th,Figueroa High School,64,89,reprobado,aprobado
5769,5769,5769,Nicole Lewis,F,11th,Figueroa High School,64,97,reprobado,aprobado
5770,5770,5770,Alexandria Johnson,F,12th,Figueroa High School,67,96,reprobado,aprobado
5771,5771,5771,Jose Roy,M,12th,Figueroa High School,98,80,aprobado,aprobado
5772,5772,5772,Kimberly Joseph,F,10th,Figueroa High School,97,60,aprobado,reprobado
5773,5773,5773,Andre Sharp,M,11th,Figueroa High School,89,67,aprobado,reprobado
5774,5774,5774,Amanda Stanley,F,9th,Figueroa High School,66,72,reprobado,aprobado
5775,5775,5775,Luke White,M,10th,Figueroa High School,69,88,reprobado,aprobado
5776,5776,5776,David Wilson,M,10th,Figueroa High School,87,74,aprobado,aprobado
5777,5777,5777,Lisa Wilson,F,10th,Figueroa High School,82,99,aprobado,aprobado
5778,5778,5778,James Moore,M,9th,Figueroa High School,97,58,aprobado,reprobado
5779,5779,5779,Olivia Holmes,F,12th,Figueroa High School,97,66,aprobado,reprobado
5780,5780,5780,Gary Crawford,M,10th,Figueroa High School,67,68,reprobado,reprobado
5781,5781,5781,Joseph Hunt,M,9th,Figueroa High School,77,74,aprobado,aprobado
5782,5782,5782,Joshua Smith,M,10th,Figueroa High School,78,66,aprobado,reprobado
5783,5783,5783,Johnny Schroeder,M,11th,Figueroa High School,67,91,reprobado,aprobado
5784,5784,5784,Brittany Jennings,F,12th,Figueroa High School,93,70,aprobado,aprobado
5785,5785,5785,Ryan Molina,M,12th,Figueroa High School,82,66,aprobado,reprobado
5786,5786,5786,Caitlin Lee,F,9th,Figueroa High School,81,78,aprobado,aprobado
5787,5787,5787,Karen Saunders,F,12th,Figueroa High School,88,98,aprobado,aprobado
5788,5788,5788,Robert Brooks,M,12th,Figueroa High School,77,70,aprobado,aprobado
5789,5789,5789,Wendy Houston,F,9th,Figueroa High School,63,84,reprobado,aprobado
5790,5790,5790,Christopher Green,M,12th,Figueroa High School,64,77,reprobado,aprobado
5791,5791,5791,Abigail Haynes,F,11th,Figueroa High School,89,77,aprobado,aprobado
5792,5792,5792,Amy Lewis,F,9th,Figueroa High School,89,85,aprobado,aprobado
5793,5793,5793,Thomas Melton,M,12th,Figueroa High School,75,68,aprobado,reprobado
5794,5794,5794,Michelle Cardenas,F,9th,Figueroa High School,80,62,aprobado,reprobado
5795,5795,5795,Perry Hayes,M,11th,Figueroa High School,96,81,aprobado,aprobado
5796,5796,5796,Christopher Stanley,M,11th,Figueroa High School,79,69,aprobado,reprobado
5797,5797,5797,Taylor Young,F,12th,Figueroa High School,92,99,aprobado,aprobado
5798,5798,5798,Joy Fuentes,F,9th,Figueroa High School,81,92,aprobado,aprobado
5799,5799,5799,Theresa Rice,F,9th,Figueroa High School,72,94,aprobado,aprobado
5800,5800,5800,Bruce Thompson II,M,9th,Figueroa High School,99,60,aprobado,reprobado
5801,5801,5801,Timothy Smith,M,9th,Figueroa High School,77,69,aprobado,reprobado
5802,5802,5802,Brian Gibson,M,10th,Figueroa High School,75,57,aprobado,reprobado
5803,5803,5803,Breanna Sanders,F,12th,Figueroa High School,84,86,aprobado,aprobado
5804,5804,5804,Terry Boyd,M,12th,Figueroa High School,95,77,aprobado,aprobado
5805,5805,5805,Connie White,F,11th,Figueroa High School,75,82,aprobado,aprobado
5806,5806,5806,Connie Campos,F,10th,Figueroa High School,64,90,reprobado,aprobado
5807,5807,5807,Cameron Parker,M,12th,Figueroa High School,90,63,aprobado,reprobado
5808,5808,5808,Regina Olson,F,9th,Figueroa High School,98,79,aprobado,aprobado
5809,5809,5809,Vincent Baldwin,M,9th,Figueroa High School,80,65,aprobado,reprobado
5810,5810,5810,Tony Adams,M,9th,Figueroa High School,96,77,aprobado,aprobado
5811,5811,5811,Angela Hicks,F,12th,Figueroa High School,84,86,aprobado,aprobado
5812,5812,5812,Mitchell Hansen,M,10th,Figueroa High School,68,96,reprobado,aprobado
5813,5813,5813,Kimberly Brennan,F,12th,Figueroa High School,64,82,reprobado,aprobado
5814,5814,5814,Angela Holmes,F,9th,Figueroa High School,95,99,aprobado,aprobado
5815,5815,5815,April Garza,F,11th,Figueroa High School,91,97,aprobado,aprobado
5816,5816,5816,Aaron Brandt,M,10th,Figueroa High School,89,66,aprobado,reprobado
5817,5817,5817,Christopher Braun,M,10th,Figueroa High School,79,94,aprobado,aprobado
5818,5818,5818,Casey Collier,M,11th,Figueroa High School,67,73,reprobado,aprobado
5819,5819,5819,Casey Rodriguez,M,10th,Figueroa High School,75,78,aprobado,aprobado
5820,5820,5820,Kimberly Lewis,F,11th,Figueroa High School,74,64,aprobado,reprobado
5821,5821,5821,Austin Brooks,M,11th,Figueroa High School,66,56,reprobado,reprobado
5822,5822,5822,Amber Baxter,F,11th,Figueroa High School,72,65,aprobado,reprobado
5823,5823,5823,Phillip King,M,10th,Figueroa High School,65,88,reprobado,aprobado
5824,5824,5824,Karen Pugh,F,11th,Figueroa High School,99,55,aprobado,reprobado
5825,5825,5825,Michael Jenkins,M,11th,Figueroa High School,64,94,reprobado,aprobado
5826,5826,5826,Patricia Patel,F,9th,Figueroa High School,93,86,aprobado,aprobado
5827,5827,5827,Randy Walsh,M,10th,Figueroa High School,99,88,aprobado,aprobado
5828,5828,5828,Douglas Frazier,M,11th,Figueroa High School,69,83,reprobado,aprobado
5829,5829,5829,Jennifer Riley,F,9th,Figueroa High School,77,92,aprobado,aprobado
5830,5830,5830,Adam Ferrell,M,11th,Figueroa High School,78,70,aprobado,aprobado
5831,5831,5831,Rachel Frederick,F,9th,Figueroa High School,97,89,aprobado,aprobado
5832,5832,5832,Charlotte Hubbard,F,12th,Figueroa High School,78,80,aprobado,aprobado
5833,5833,5833,Benjamin Mcpherson,M,12th,Figueroa High School,88,94,aprobado,aprobado
5834,5834,5834,Todd Morris,M,12th,Figueroa High School,67,83,reprobado,aprobado
5835,5835,5835,Dean Gray,M,11th,Figueroa High School,97,74,aprobado,aprobado
5836,5836,5836,Bradley Johnson,M,11th,Figueroa High School,67,97,reprobado,aprobado
5837,5837,5837,Cheyenne Bradley,F,12th,Figueroa High School,65,94,reprobado,aprobado
5838,5838,5838,Jesse Martinez,M,9th,Figueroa High School,81,56,aprobado,reprobado
5839,5839,5839,Sheila Campos,F,9th,Figueroa High School,70,73,aprobado,aprobado
5840,5840,5840,Stephanie Ramirez,F,9th,Figueroa High School,99,90,aprobado,aprobado
5841,5841,5841,Elizabeth Serrano,F,11th,Figueroa High School,73,67,aprobado,reprobado
5842,5842,5842,Vanessa Byrd,F,10th,Figueroa High School,67,75,reprobado,aprobado
5843,5843,5843,Heather Simpson,F,9th,Figueroa High School,94,83,aprobado,aprobado
5844,5844,5844,Mike Robinson,M,9th,Figueroa High School,82,74,aprobado,aprobado
5845,5845,5845,Joy Jennings,F,9th,Figueroa High School,63,56,reprobado,reprobado
5846,5846,5846,Stephanie Brewer,F,9th,Figueroa High School,64,78,reprobado,aprobado
5847,5847,5847,Annette Collins,F,9th,Figueroa High School,74,84,aprobado,aprobado
5848,5848,5848,Suzanne Newman,F,10th,Figueroa High School,90,79,aprobado,aprobado
5849,5849,5849,Julia Cross,F,9th,Figueroa High School,88,82,aprobado,aprobado
5850,5850,5850,Jennifer George,F,10th,Figueroa High School,66,68,reprobado,reprobado
5851,5851,5851,John Walker,M,11th,Figueroa High School,96,68,aprobado,reprobado
